video_id,idx,start,end,text
8N0IZZpF8ts,633,00:11:15.310,00:11:18.420,this let's look closer and see the cytologic features so obviously
8N0IZZpF8ts,634,00:11:18.420,00:11:18.430,cytologic features so obviously
8N0IZZpF8ts,635,00:11:18.430,00:11:20.100,cytologic features so obviously cytologic atypia is something that we
8N0IZZpF8ts,636,00:11:20.100,00:11:20.110,cytologic atypia is something that we
8N0IZZpF8ts,637,00:11:20.110,00:11:23.820,cytologic atypia is something that we often see in melanomas okay and atypia
8N0IZZpF8ts,638,00:11:23.820,00:11:23.830,often see in melanomas okay and atypia
8N0IZZpF8ts,639,00:11:23.830,00:11:26.130,often see in melanomas okay and atypia is can be a little bit hard to evaluate
8N0IZZpF8ts,640,00:11:26.130,00:11:26.140,is can be a little bit hard to evaluate
8N0IZZpF8ts,641,00:11:26.140,00:11:28.230,is can be a little bit hard to evaluate and as Bruce smaller one of my mentors
8N0IZZpF8ts,642,00:11:28.230,00:11:28.240,and as Bruce smaller one of my mentors
8N0IZZpF8ts,643,00:11:28.240,00:11:30.600,and as Bruce smaller one of my mentors said atypia is in the eye of the
8N0IZZpF8ts,644,00:11:30.600,00:11:30.610,said atypia is in the eye of the
8N0IZZpF8ts,645,00:11:30.610,00:11:32.820,said atypia is in the eye of the beholder and while some people might
8N0IZZpF8ts,646,00:11:32.820,00:11:32.830,beholder and while some people might
8N0IZZpF8ts,647,00:11:32.830,00:11:34.530,beholder and while some people might disagree with that I think in my
8N0IZZpF8ts,648,00:11:34.530,00:11:34.540,disagree with that I think in my
8N0IZZpF8ts,649,00:11:34.540,00:11:36.480,disagree with that I think in my experience that's actually proven to be
8N0IZZpF8ts,650,00:11:36.480,00:11:36.490,experience that's actually proven to be
8N0IZZpF8ts,651,00:11:36.490,00:11:38.700,experience that's actually proven to be true sometimes things might seem a
8N0IZZpF8ts,652,00:11:38.700,00:11:38.710,true sometimes things might seem a
8N0IZZpF8ts,653,00:11:38.710,00:11:40.350,true sometimes things might seem a typical to me and one of my colleagues
8N0IZZpF8ts,654,00:11:40.350,00:11:40.360,typical to me and one of my colleagues
8N0IZZpF8ts,655,00:11:40.360,00:11:42.210,typical to me and one of my colleagues might not think it looks cytologically
8N0IZZpF8ts,656,00:11:42.210,00:11:42.220,might not think it looks cytologically
8N0IZZpF8ts,657,00:11:42.220,00:11:44.250,might not think it looks cytologically atypical and also it depends on the
8N0IZZpF8ts,658,00:11:44.250,00:11:44.260,atypical and also it depends on the
8N0IZZpF8ts,659,00:11:44.260,00:11:45.990,atypical and also it depends on the clinical context again I've seen
8N0IZZpF8ts,660,00:11:45.990,00:11:46.000,clinical context again I've seen
8N0IZZpF8ts,661,00:11:46.000,00:11:47.850,clinical context again I've seen congenital knee viand young kids that
8N0IZZpF8ts,662,00:11:47.850,00:11:47.860,congenital knee viand young kids that
8N0IZZpF8ts,663,00:11:47.860,00:11:49.980,congenital knee viand young kids that have big cells that if you would put
8N0IZZpF8ts,664,00:11:49.980,00:11:49.990,have big cells that if you would put
8N0IZZpF8ts,665,00:11:49.990,00:11:52.980,have big cells that if you would put that cell in a junctional mole an acidic
8N0IZZpF8ts,666,00:11:52.980,00:11:52.990,that cell in a junctional mole an acidic
8N0IZZpF8ts,667,00:11:52.990,00:11:55.410,that cell in a junctional mole an acidic lesion in the scalp of an 80 year old
8N0IZZpF8ts,668,00:11:55.410,00:11:55.420,lesion in the scalp of an 80 year old
8N0IZZpF8ts,669,00:11:55.420,00:11:57.360,lesion in the scalp of an 80 year old sun-damaged person I would say that's
8N0IZZpF8ts,670,00:11:57.360,00:11:57.370,sun-damaged person I would say that's
8N0IZZpF8ts,671,00:11:57.370,00:12:00.060,sun-damaged person I would say that's super atypical severe atypia but if you
8N0IZZpF8ts,672,00:12:00.060,00:12:00.070,super atypical severe atypia but if you
8N0IZZpF8ts,673,00:12:00.070,00:12:01.620,super atypical severe atypia but if you put it in a congenital nevus that's
8N0IZZpF8ts,674,00:12:01.620,00:12:01.630,put it in a congenital nevus that's
8N0IZZpF8ts,675,00:12:01.630,00:12:03.720,put it in a congenital nevus that's obviously benign in a baby I'd say oh
8N0IZZpF8ts,676,00:12:03.720,00:12:03.730,obviously benign in a baby I'd say oh
8N0IZZpF8ts,677,00:12:03.730,00:12:05.310,obviously benign in a baby I'd say oh that's just some random nuclear
8N0IZZpF8ts,678,00:12:05.310,00:12:05.320,that's just some random nuclear
8N0IZZpF8ts,679,00:12:05.320,00:12:08.310,that's just some random nuclear enlargement so you do have to keep in
8N0IZZpF8ts,680,00:12:08.310,00:12:08.320,enlargement so you do have to keep in
8N0IZZpF8ts,681,00:12:08.320,00:12:09.990,enlargement so you do have to keep in mind that atypia can be somewhat
8N0IZZpF8ts,682,00:12:09.990,00:12:10.000,mind that atypia can be somewhat
8N0IZZpF8ts,683,00:12:10.000,00:12:12.690,mind that atypia can be somewhat subjective and the context matters but I
8N0IZZpF8ts,684,00:12:12.690,00:12:12.700,subjective and the context matters but I
8N0IZZpF8ts,685,00:12:12.700,00:12:14.430,subjective and the context matters but I think here even you know medical
8N0IZZpF8ts,686,00:12:14.430,00:12:14.440,think here even you know medical
8N0IZZpF8ts,687,00:12:14.440,00:12:16.170,think here even you know medical students and even junior trainees would
8N0IZZpF8ts,688,00:12:16.170,00:12:16.180,students and even junior trainees would
8N0IZZpF8ts,689,00:12:16.180,00:12:17.940,students and even junior trainees would agree these cells are really atypical
8N0IZZpF8ts,690,00:12:17.940,00:12:17.950,agree these cells are really atypical
8N0IZZpF8ts,691,00:12:17.950,00:12:20.100,agree these cells are really atypical they're huge way bigger than normal
8N0IZZpF8ts,692,00:12:20.100,00:12:20.110,they're huge way bigger than normal
8N0IZZpF8ts,693,00:12:20.110,00:12:21.660,they're huge way bigger than normal melanocytes they're even bigger than the
8N0IZZpF8ts,694,00:12:21.660,00:12:21.670,melanocytes they're even bigger than the
8N0IZZpF8ts,695,00:12:21.670,00:12:23.910,melanocytes they're even bigger than the adjacent keratinocytes they have very
8N0IZZpF8ts,696,00:12:23.910,00:12:23.920,adjacent keratinocytes they have very
8N0IZZpF8ts,697,00:12:23.920,00:12:27.450,adjacent keratinocytes they have very large nuclei in the center and people
8N0IZZpF8ts,698,00:12:27.450,00:12:27.460,large nuclei in the center and people
8N0IZZpF8ts,699,00:12:27.460,00:12:29.220,large nuclei in the center and people often talk about melanoma as having
8N0IZZpF8ts,700,00:12:29.220,00:12:29.230,often talk about melanoma as having
8N0IZZpF8ts,701,00:12:29.230,00:12:31.590,often talk about melanoma as having cherry-red nucleoli but actually all
8N0IZZpF8ts,702,00:12:31.590,00:12:31.600,cherry-red nucleoli but actually all
8N0IZZpF8ts,703,00:12:31.600,00:12:34.920,cherry-red nucleoli but actually all nucleoli tend to have a reddish a
8N0IZZpF8ts,704,00:12:34.920,00:12:34.930,nucleoli tend to have a reddish a
8N0IZZpF8ts,705,00:12:34.930,00:12:37.440,nucleoli tend to have a reddish a reddish color to them and that's because
8N0IZZpF8ts,706,00:12:37.440,00:12:37.450,reddish color to them and that's because
8N0IZZpF8ts,707,00:12:37.450,00:12:39.270,reddish color to them and that's because there are proteins ribosomal proteins
8N0IZZpF8ts,708,00:12:39.270,00:12:39.280,there are proteins ribosomal proteins
8N0IZZpF8ts,709,00:12:39.280,00:12:41.820,there are proteins ribosomal proteins going in and fusing with ribosomal RNA
8N0IZZpF8ts,710,00:12:41.820,00:12:41.830,going in and fusing with ribosomal RNA
8N0IZZpF8ts,711,00:12:41.830,00:12:44.190,going in and fusing with ribosomal RNA within the nucleus at least that's what
8N0IZZpF8ts,712,00:12:44.190,00:12:44.200,within the nucleus at least that's what
8N0IZZpF8ts,713,00:12:44.200,00:12:45.510,within the nucleus at least that's what I've been told and that explains why
8N0IZZpF8ts,714,00:12:45.510,00:12:45.520,I've been told and that explains why
8N0IZZpF8ts,715,00:12:45.520,00:12:46.770,I've been told and that explains why there's more of that kind of reddish
8N0IZZpF8ts,716,00:12:46.770,00:12:46.780,there's more of that kind of reddish
8N0IZZpF8ts,717,00:12:46.780,00:12:49.380,there's more of that kind of reddish pink color to the nuclei but melanoma do
8N0IZZpF8ts,718,00:12:49.380,00:12:49.390,pink color to the nuclei but melanoma do
8N0IZZpF8ts,719,00:12:49.390,00:12:51.570,pink color to the nuclei but melanoma do often have big nuclei and they're often
8N0IZZpF8ts,720,00:12:51.570,00:12:51.580,often have big nuclei and they're often
8N0IZZpF8ts,721,00:12:51.580,00:12:53.580,often have big nuclei and they're often kind of that reddish color and we can
8N0IZZpF8ts,722,00:12:53.580,00:12:53.590,kind of that reddish color and we can
8N0IZZpF8ts,723,00:12:53.590,00:12:55.080,kind of that reddish color and we can also see in this example here plea
8N0IZZpF8ts,724,00:12:55.080,00:12:55.090,also see in this example here plea
8N0IZZpF8ts,725,00:12:55.090,00:12:56.550,also see in this example here plea amorphous and we can see that some of
8N0IZZpF8ts,726,00:12:56.550,00:12:56.560,amorphous and we can see that some of
8N0IZZpF8ts,727,00:12:56.560,00:12:58.380,amorphous and we can see that some of the cells are very large and whereas
8N0IZZpF8ts,728,00:12:58.380,00:12:58.390,the cells are very large and whereas
8N0IZZpF8ts,729,00:12:58.390,00:13:00.480,the cells are very large and whereas other tumor cells are smaller so we have
8N0IZZpF8ts,730,00:13:00.480,00:13:00.490,other tumor cells are smaller so we have
8N0IZZpF8ts,731,00:13:00.490,00:13:02.450,other tumor cells are smaller so we have a variation of size and shape of
8N0IZZpF8ts,732,00:13:02.450,00:13:02.460,a variation of size and shape of
8N0IZZpF8ts,733,00:13:02.460,00:13:04.890,a variation of size and shape of multiple times the largest tumor cell is
8N0IZZpF8ts,734,00:13:04.890,00:13:04.900,multiple times the largest tumor cell is
8N0IZZpF8ts,735,00:13:04.900,00:13:06.300,multiple times the largest tumor cell is multiple times bigger than the smallest
8N0IZZpF8ts,736,00:13:06.300,00:13:06.310,multiple times bigger than the smallest
8N0IZZpF8ts,737,00:13:06.310,00:13:09.510,multiple times bigger than the smallest tumor cell we also the chromatin pattern
8N0IZZpF8ts,738,00:13:09.510,00:13:09.520,tumor cell we also the chromatin pattern
8N0IZZpF8ts,739,00:13:09.520,00:13:11.700,tumor cell we also the chromatin pattern of melanoma it can vary but a lot of
8N0IZZpF8ts,740,00:13:11.700,00:13:11.710,of melanoma it can vary but a lot of
8N0IZZpF8ts,741,00:13:11.710,00:13:14.220,of melanoma it can vary but a lot of times its kind of coarse or chunky
8N0IZZpF8ts,742,00:13:14.220,00:13:14.230,times its kind of coarse or chunky
8N0IZZpF8ts,743,00:13:14.230,00:13:15.540,times its kind of coarse or chunky chromatin where you'll have areas that
8N0IZZpF8ts,744,00:13:15.540,00:13:15.550,chromatin where you'll have areas that
8N0IZZpF8ts,745,00:13:15.550,00:13:17.820,chromatin where you'll have areas that are pale and then blobs of darker
8N0IZZpF8ts,746,00:13:17.820,00:13:17.830,are pale and then blobs of darker
8N0IZZpF8ts,747,00:13:17.830,00:13:19.890,are pale and then blobs of darker chromatin sometimes it can be diffusely
8N0IZZpF8ts,748,00:13:19.890,00:13:19.900,chromatin sometimes it can be diffusely
8N0IZZpF8ts,749,00:13:19.900,00:13:20.610,chromatin sometimes it can be diffusely hyper cream
8N0IZZpF8ts,750,00:13:20.610,00:13:20.620,hyper cream
8N0IZZpF8ts,751,00:13:20.620,00:13:22.050,hyper cream sometimes it can be very pale and
8N0IZZpF8ts,752,00:13:22.050,00:13:22.060,sometimes it can be very pale and
8N0IZZpF8ts,753,00:13:22.060,00:13:23.910,sometimes it can be very pale and vesicular but a lot of times its kind of
8N0IZZpF8ts,754,00:13:23.910,00:13:23.920,vesicular but a lot of times its kind of
8N0IZZpF8ts,755,00:13:23.920,00:13:28.260,vesicular but a lot of times its kind of a coarse horse chromatin pattern okay so
8N0IZZpF8ts,756,00:13:28.260,00:13:28.270,a coarse horse chromatin pattern okay so
8N0IZZpF8ts,757,00:13:28.270,00:13:30.930,a coarse horse chromatin pattern okay so these are very atypical cells and they
8N0IZZpF8ts,758,00:13:30.930,00:13:30.940,these are very atypical cells and they
8N0IZZpF8ts,759,00:13:30.940,00:13:32.970,these are very atypical cells and they are melanocytes and you can see here
8N0IZZpF8ts,760,00:13:32.970,00:13:32.980,are melanocytes and you can see here
8N0IZZpF8ts,761,00:13:32.980,00:13:34.710,are melanocytes and you can see here that their melanocytes melanocytes
8N0IZZpF8ts,762,00:13:34.710,00:13:34.720,that their melanocytes melanocytes
8N0IZZpF8ts,763,00:13:34.720,00:13:37.740,that their melanocytes melanocytes oftentimes in normal skin have a pink or
8N0IZZpF8ts,764,00:13:37.740,00:13:37.750,oftentimes in normal skin have a pink or
8N0IZZpF8ts,765,00:13:37.750,00:13:40.380,oftentimes in normal skin have a pink or gray cytoplasm with very little if any
8N0IZZpF8ts,766,00:13:40.380,00:13:40.390,gray cytoplasm with very little if any
8N0IZZpF8ts,767,00:13:40.390,00:13:42.660,gray cytoplasm with very little if any visible melanin pigment and again in my
8N0IZZpF8ts,768,00:13:42.660,00:13:42.670,visible melanin pigment and again in my
8N0IZZpF8ts,769,00:13:42.670,00:13:44.460,visible melanin pigment and again in my normal skin histology video I talked
8N0IZZpF8ts,770,00:13:44.460,00:13:44.470,normal skin histology video I talked
8N0IZZpF8ts,771,00:13:44.470,00:13:46.800,normal skin histology video I talked about that to some extent Malayan acidic
8N0IZZpF8ts,772,00:13:46.800,00:13:46.810,about that to some extent Malayan acidic
8N0IZZpF8ts,773,00:13:46.810,00:13:49.740,about that to some extent Malayan acidic lesions oftentimes will have melanin
8N0IZZpF8ts,774,00:13:49.740,00:13:49.750,lesions oftentimes will have melanin
8N0IZZpF8ts,775,00:13:49.750,00:13:51.000,lesions oftentimes will have melanin pigment with them but the melanin
8N0IZZpF8ts,776,00:13:51.000,00:13:51.010,pigment with them but the melanin
8N0IZZpF8ts,777,00:13:51.010,00:13:53.010,pigment with them but the melanin pigment is still usually prominent in
8N0IZZpF8ts,778,00:13:53.010,00:13:53.020,pigment is still usually prominent in
8N0IZZpF8ts,779,00:13:53.020,00:13:55.320,pigment is still usually prominent in the keratinocytes not in the melanocytes
8N0IZZpF8ts,780,00:13:55.320,00:13:55.330,the keratinocytes not in the melanocytes
8N0IZZpF8ts,781,00:13:55.330,00:13:57.240,the keratinocytes not in the melanocytes melanocytes normally make melanin
8N0IZZpF8ts,782,00:13:57.240,00:13:57.250,melanocytes normally make melanin
8N0IZZpF8ts,783,00:13:57.250,00:13:59.160,melanocytes normally make melanin pigment and transfer it to adjacent
8N0IZZpF8ts,784,00:13:59.160,00:13:59.170,pigment and transfer it to adjacent
8N0IZZpF8ts,785,00:13:59.170,00:14:00.960,pigment and transfer it to adjacent keratinocytes in the basal layer that's
8N0IZZpF8ts,786,00:14:00.960,00:14:00.970,keratinocytes in the basal layer that's
8N0IZZpF8ts,787,00:14:00.970,00:14:03.330,keratinocytes in the basal layer that's the normal normal physiology of
8N0IZZpF8ts,788,00:14:03.330,00:14:03.340,the normal normal physiology of
8N0IZZpF8ts,789,00:14:03.340,00:14:07.110,the normal normal physiology of melanocytes in the skin okay but
8N0IZZpF8ts,790,00:14:07.110,00:14:07.120,melanocytes in the skin okay but
8N0IZZpF8ts,791,00:14:07.120,00:14:09.300,melanocytes in the skin okay but sometimes melanocytes can make pigment
8N0IZZpF8ts,792,00:14:09.300,00:14:09.310,sometimes melanocytes can make pigment
8N0IZZpF8ts,793,00:14:09.310,00:14:10.950,sometimes melanocytes can make pigment and the pigment will build up in the
8N0IZZpF8ts,794,00:14:10.950,00:14:10.960,and the pigment will build up in the
8N0IZZpF8ts,795,00:14:10.960,00:14:13.830,and the pigment will build up in the cytoplasm of the of the melanocytes you
8N0IZZpF8ts,796,00:14:13.830,00:14:13.840,cytoplasm of the of the melanocytes you
8N0IZZpF8ts,797,00:14:13.840,00:14:16.230,cytoplasm of the of the melanocytes you both in niva and in melanoma okay so
8N0IZZpF8ts,798,00:14:16.230,00:14:16.240,both in niva and in melanoma okay so
8N0IZZpF8ts,799,00:14:16.240,00:14:19.140,both in niva and in melanoma okay so that's important because being able to
8N0IZZpF8ts,800,00:14:19.140,00:14:19.150,that's important because being able to
8N0IZZpF8ts,801,00:14:19.150,00:14:22.080,that's important because being able to tell pigment that is a Melania suddenly
8N0IZZpF8ts,802,00:14:22.080,00:14:22.090,tell pigment that is a Melania suddenly
8N0IZZpF8ts,803,00:14:22.090,00:14:24.060,tell pigment that is a Melania suddenly anaesthetic cell versus some other cell
8N0IZZpF8ts,804,00:14:24.060,00:14:24.070,anaesthetic cell versus some other cell
8N0IZZpF8ts,805,00:14:24.070,00:14:25.260,anaesthetic cell versus some other cell is really important because sometimes
8N0IZZpF8ts,806,00:14:25.260,00:14:25.270,is really important because sometimes
8N0IZZpF8ts,807,00:14:25.270,00:14:27.330,is really important because sometimes that will impact your ability to decide
8N0IZZpF8ts,808,00:14:27.330,00:14:27.340,that will impact your ability to decide
8N0IZZpF8ts,809,00:14:27.340,00:14:29.010,that will impact your ability to decide if the tumors actually invasive or
8N0IZZpF8ts,810,00:14:29.010,00:14:29.020,if the tumors actually invasive or
8N0IZZpF8ts,811,00:14:29.020,00:14:31.170,if the tumors actually invasive or something else so when you have a really
8N0IZZpF8ts,812,00:14:31.170,00:14:31.180,something else so when you have a really
8N0IZZpF8ts,813,00:14:31.180,00:14:34.290,something else so when you have a really dense chunks of pigment a lot of times
8N0IZZpF8ts,814,00:14:34.290,00:14:34.300,dense chunks of pigment a lot of times
8N0IZZpF8ts,815,00:14:34.300,00:14:36.810,dense chunks of pigment a lot of times that will indicate a cell like here in
8N0IZZpF8ts,816,00:14:36.810,00:14:36.820,that will indicate a cell like here in
8N0IZZpF8ts,817,00:14:36.820,00:14:39.390,that will indicate a cell like here in the dermis look these dense clumps of
8N0IZZpF8ts,818,00:14:39.390,00:14:39.400,the dermis look these dense clumps of
8N0IZZpF8ts,819,00:14:39.400,00:14:41.130,the dermis look these dense clumps of melanin pigment these are actually
8N0IZZpF8ts,820,00:14:41.130,00:14:41.140,melanin pigment these are actually
8N0IZZpF8ts,821,00:14:41.140,00:14:42.900,melanin pigment these are actually melania phages this is melanin that's
8N0IZZpF8ts,822,00:14:42.900,00:14:42.910,melania phages this is melanin that's
8N0IZZpF8ts,823,00:14:42.910,00:14:44.640,melania phages this is melanin that's fallen out of the epidermis into the
8N0IZZpF8ts,824,00:14:44.640,00:14:44.650,fallen out of the epidermis into the
8N0IZZpF8ts,825,00:14:44.650,00:14:46.860,fallen out of the epidermis into the dermis and is eaten up by macrophages
8N0IZZpF8ts,826,00:14:46.860,00:14:46.870,dermis and is eaten up by macrophages
8N0IZZpF8ts,827,00:14:46.870,00:14:49.170,dermis and is eaten up by macrophages so usually really darkly pigmented cells
8N0IZZpF8ts,828,00:14:49.170,00:14:49.180,so usually really darkly pigmented cells
8N0IZZpF8ts,829,00:14:49.180,00:14:51.570,so usually really darkly pigmented cells tend to not be melanocytes but there are
8N0IZZpF8ts,830,00:14:51.570,00:14:51.580,tend to not be melanocytes but there are
8N0IZZpF8ts,831,00:14:51.580,00:14:53.490,tend to not be melanocytes but there are some exceptions and here's here's one
8N0IZZpF8ts,832,00:14:53.490,00:14:53.500,some exceptions and here's here's one
8N0IZZpF8ts,833,00:14:53.500,00:14:54.810,some exceptions and here's here's one example where you're starting to see
8N0IZZpF8ts,834,00:14:54.810,00:14:54.820,example where you're starting to see
8N0IZZpF8ts,835,00:14:54.820,00:14:56.460,example where you're starting to see some of the melanocytes picking up a
8N0IZZpF8ts,836,00:14:56.460,00:14:56.470,some of the melanocytes picking up a
8N0IZZpF8ts,837,00:14:56.470,00:14:58.170,some of the melanocytes picking up a fair amount or having a fair amount of
8N0IZZpF8ts,838,00:14:58.170,00:14:58.180,fair amount or having a fair amount of
8N0IZZpF8ts,839,00:14:58.180,00:14:59.720,fair amount or having a fair amount of melanin building up in their cytoplasm
8N0IZZpF8ts,840,00:14:59.720,00:14:59.730,melanin building up in their cytoplasm
8N0IZZpF8ts,841,00:14:59.730,00:15:02.190,melanin building up in their cytoplasm usually I would say when you see pigment
8N0IZZpF8ts,842,00:15:02.190,00:15:02.200,usually I would say when you see pigment
8N0IZZpF8ts,843,00:15:02.200,00:15:04.110,usually I would say when you see pigment in melanoma cells though it looks like
8N0IZZpF8ts,844,00:15:04.110,00:15:04.120,in melanoma cells though it looks like
8N0IZZpF8ts,845,00:15:04.120,00:15:06.710,in melanoma cells though it looks like this this kind of dusty or dirty
8N0IZZpF8ts,846,00:15:06.710,00:15:06.720,this this kind of dusty or dirty
8N0IZZpF8ts,847,00:15:06.720,00:15:09.390,this this kind of dusty or dirty brownish gray cytoplasm so we have this
8N0IZZpF8ts,848,00:15:09.390,00:15:09.400,brownish gray cytoplasm so we have this
8N0IZZpF8ts,849,00:15:09.400,00:15:11.280,brownish gray cytoplasm so we have this kind of grayish cytoplasm that has
8N0IZZpF8ts,850,00:15:11.280,00:15:11.290,kind of grayish cytoplasm that has
8N0IZZpF8ts,851,00:15:11.290,00:15:13.100,kind of grayish cytoplasm that has little specks little stipple x' of
8N0IZZpF8ts,852,00:15:13.100,00:15:13.110,little specks little stipple x' of
8N0IZZpF8ts,853,00:15:13.110,00:15:16.380,little specks little stipple x' of melanin pigment in the cytoplasm okay so
8N0IZZpF8ts,854,00:15:16.380,00:15:16.390,melanin pigment in the cytoplasm okay so
8N0IZZpF8ts,855,00:15:16.390,00:15:17.580,melanin pigment in the cytoplasm okay so I think that's pretty helpful that
8N0IZZpF8ts,856,00:15:17.580,00:15:17.590,I think that's pretty helpful that
8N0IZZpF8ts,857,00:15:17.590,00:15:21.510,I think that's pretty helpful that grayish cytoplasm with little fine
8N0IZZpF8ts,858,00:15:21.510,00:15:21.520,grayish cytoplasm with little fine
8N0IZZpF8ts,859,00:15:21.520,00:15:24.090,grayish cytoplasm with little fine granules of melanin you can see that in
8N0IZZpF8ts,860,00:15:24.090,00:15:24.100,granules of melanin you can see that in
8N0IZZpF8ts,861,00:15:24.100,00:15:28.320,granules of melanin you can see that in some examples of melanoma okay but again
8N0IZZpF8ts,862,00:15:28.320,00:15:28.330,some examples of melanoma okay but again
8N0IZZpF8ts,863,00:15:28.330,00:15:29.820,some examples of melanoma okay but again all of this pigment down here
8N0IZZpF8ts,864,00:15:29.820,00:15:29.830,all of this pigment down here
8N0IZZpF8ts,865,00:15:29.830,00:15:31.500,all of this pigment down here this belongs these are Emiliano phage is
8N0IZZpF8ts,866,00:15:31.500,00:15:31.510,this belongs these are Emiliano phage is
8N0IZZpF8ts,867,00:15:31.510,00:15:34.290,this belongs these are Emiliano phage is not invasion so even though this melon
8N0IZZpF8ts,868,00:15:34.290,00:15:34.300,not invasion so even though this melon
8N0IZZpF8ts,869,00:15:34.300,00:15:36.090,not invasion so even though this melon is really exuberant there's tons of
8N0IZZpF8ts,870,00:15:36.090,00:15:36.100,is really exuberant there's tons of
8N0IZZpF8ts,871,00:15:36.100,00:15:38.640,is really exuberant there's tons of cells almost all of it is in the
8N0IZZpF8ts,872,00:15:38.640,00:15:38.650,cells almost all of it is in the
8N0IZZpF8ts,873,00:15:38.650,00:15:40.320,cells almost all of it is in the epidermis see you can look down to the
8N0IZZpF8ts,874,00:15:40.320,00:15:40.330,epidermis see you can look down to the
8N0IZZpF8ts,875,00:15:40.330,00:15:42.390,epidermis see you can look down to the dermis and we we see inflammation in the
8N0IZZpF8ts,876,00:15:42.390,00:15:42.400,dermis and we we see inflammation in the
8N0IZZpF8ts,877,00:15:42.400,00:15:44.250,dermis and we we see inflammation in the dermis a host response that the
8N0IZZpF8ts,878,00:15:44.250,00:15:44.260,dermis a host response that the
8N0IZZpF8ts,879,00:15:44.260,00:15:45.780,dermis a host response that the inflammation that's responding to this
8N0IZZpF8ts,880,00:15:45.780,00:15:45.790,inflammation that's responding to this
8N0IZZpF8ts,881,00:15:45.790,00:15:48.270,inflammation that's responding to this overlying tumor but there's actually no
8N0IZZpF8ts,882,00:15:48.270,00:15:48.280,overlying tumor but there's actually no
8N0IZZpF8ts,883,00:15:48.280,00:15:50.730,overlying tumor but there's actually no invasion of melanoma past the basement
8N0IZZpF8ts,884,00:15:50.730,00:15:50.740,invasion of melanoma past the basement
8N0IZZpF8ts,885,00:15:50.740,00:15:54.090,invasion of melanoma past the basement membrane let's look here again is
8N0IZZpF8ts,886,00:15:54.090,00:15:54.100,membrane let's look here again is
8N0IZZpF8ts,887,00:15:54.100,00:15:58.320,membrane let's look here again is another example of cytologic atypia if I
8N0IZZpF8ts,888,00:15:58.320,00:15:58.330,another example of cytologic atypia if I
8N0IZZpF8ts,889,00:15:58.330,00:16:03.360,another example of cytologic atypia if I can get it into focus here huge a
8N0IZZpF8ts,890,00:16:03.360,00:16:03.370,can get it into focus here huge a
8N0IZZpF8ts,891,00:16:03.370,00:16:05.790,can get it into focus here huge a typical melanocytes right along here
8N0IZZpF8ts,892,00:16:05.790,00:16:05.800,typical melanocytes right along here
8N0IZZpF8ts,893,00:16:05.800,00:16:08.340,typical melanocytes right along here okay and there's a mitosis - now we'll
8N0IZZpF8ts,894,00:16:08.340,00:16:08.350,okay and there's a mitosis - now we'll
8N0IZZpF8ts,895,00:16:08.350,00:16:09.570,okay and there's a mitosis - now we'll talk about my testes in a minute but you
8N0IZZpF8ts,896,00:16:09.570,00:16:09.580,talk about my testes in a minute but you
8N0IZZpF8ts,897,00:16:09.580,00:16:11.940,talk about my testes in a minute but you have to be careful about mitosis in the
8N0IZZpF8ts,898,00:16:11.940,00:16:11.950,have to be careful about mitosis in the
8N0IZZpF8ts,899,00:16:11.950,00:16:13.980,have to be careful about mitosis in the epidermal portion of amyl anesthetic
8N0IZZpF8ts,900,00:16:13.980,00:16:13.990,epidermal portion of amyl anesthetic
8N0IZZpF8ts,901,00:16:13.990,00:16:16.230,epidermal portion of amyl anesthetic lesion okay the reason it's not that
8N0IZZpF8ts,902,00:16:16.230,00:16:16.240,lesion okay the reason it's not that
8N0IZZpF8ts,903,00:16:16.240,00:16:17.670,lesion okay the reason it's not that they're not important there there have
8N0IZZpF8ts,904,00:16:17.670,00:16:17.680,they're not important there there have
8N0IZZpF8ts,905,00:16:17.680,00:16:20.550,they're not important there there have been some some recent studies that have
8N0IZZpF8ts,906,00:16:20.550,00:16:20.560,been some some recent studies that have
8N0IZZpF8ts,907,00:16:20.560,00:16:23.250,been some some recent studies that have shown that actually junctional mitosis
8N0IZZpF8ts,908,00:16:23.250,00:16:23.260,shown that actually junctional mitosis
8N0IZZpF8ts,909,00:16:23.260,00:16:25.200,shown that actually junctional mitosis are more frequently seen in melanoma
8N0IZZpF8ts,910,00:16:25.200,00:16:25.210,are more frequently seen in melanoma
8N0IZZpF8ts,911,00:16:25.210,00:16:27.870,are more frequently seen in melanoma than in me by but it's not totally
8N0IZZpF8ts,912,00:16:27.870,00:16:27.880,than in me by but it's not totally
8N0IZZpF8ts,913,00:16:27.880,00:16:29.850,than in me by but it's not totally specific and part of the problem is that
8N0IZZpF8ts,914,00:16:29.850,00:16:29.860,specific and part of the problem is that
8N0IZZpF8ts,915,00:16:29.860,00:16:31.860,specific and part of the problem is that how do I know that that mitosis is in a
8N0IZZpF8ts,916,00:16:31.860,00:16:31.870,how do I know that that mitosis is in a
8N0IZZpF8ts,917,00:16:31.870,00:16:33.450,how do I know that that mitosis is in a melania site rather than a background
8N0IZZpF8ts,918,00:16:33.450,00:16:33.460,melania site rather than a background
8N0IZZpF8ts,919,00:16:33.460,00:16:35.490,melania site rather than a background keratinocyte because basal keratinocytes
8N0IZZpF8ts,920,00:16:35.490,00:16:35.500,keratinocyte because basal keratinocytes
8N0IZZpF8ts,921,00:16:35.500,00:16:37.860,keratinocyte because basal keratinocytes are supposed to divide and to divide a
