video_id,title,url
vKoBRvboR5s,Dark underarms | how to improve? #dermatologist,https://www.youtube.com/watch?v=vKoBRvboR5s
EyXuv0DCjhU,Is Dermatologist Tested BS? #shorts,https://www.youtube.com/watch?v=EyXuv0DCjhU
2Ct0nwLcdyA,Extraction Satisfaction (Blackhead Removal) | CONTOUR DERMATOLOGY,https://www.youtube.com/watch?v=2Ct0nwLcdyA
ObHYLMma0YA,How I Earn $900K A Year As A Dermatologist,https://www.youtube.com/watch?v=ObHYLMma0YA
K4GGMqsBl4Y,Personal hygiene hack for body odor from a dermatologist #hygienetips,https://www.youtube.com/watch?v=K4GGMqsBl4Y
S2DIECWuMCc,Rating Popular Sunscreens as a Dermatologist #dermatologisttips #skincare #skincaretips,https://www.youtube.com/watch?v=S2DIECWuMCc
6ssoICV40Yk,How to recognize Skin Cancer: Dermatologist Explains Basal Cell Carcinoma & Squamous Cell Carcinoma,https://www.youtube.com/watch?v=6ssoICV40Yk
vpK-ptQ5n0Y,"Minoxidil Hacks for Faster, Long Lasting Results | Dermatologist Explains | Dr. Sam Ellis",https://www.youtube.com/watch?v=vpK-ptQ5n0Y
K0FSvWBRL5U,Pimples on face | How to treat acne and pimples on face | What acne means | Dermatologist,https://www.youtube.com/watch?v=K0FSvWBRL5U
UnFHNC6OU6M,Acne scars Or Acne marks | how to treat | dermatologist suggests,https://www.youtube.com/watch?v=UnFHNC6OU6M
1KTrrpMoZz4,Signs your Skin Barrier is Damaged According to a Dermatologist #shorts,https://www.youtube.com/watch?v=1KTrrpMoZz4
y3jU5WxZumw,How to reduce Open Pores like a Dermatologist? #dermatologisttips #skincare #openpores,https://www.youtube.com/watch?v=y3jU5WxZumw
skcPISLpEwE,A Dermatologist Reacts - Can Rogaine Help Grow a Beard?!? Watch to find out!,https://www.youtube.com/watch?v=skcPISLpEwE
HruPXqqJ7hk,day in the life of a dermatologist (derm resident),https://www.youtube.com/watch?v=HruPXqqJ7hk
XgsJWbdcIbY,How We Became Dermatologist & Tips on Becoming A Dermatologist!,https://www.youtube.com/watch?v=XgsJWbdcIbY
z-3byWltN7E,Everything you need to know about Dermatology for the USMLE,https://www.youtube.com/watch?v=z-3byWltN7E
1M_u7mU-M-M,AHA vs BHA | how to choose | dermatologist guides,https://www.youtube.com/watch?v=1M_u7mU-M-M
vGMGapgkoh0,Kiss Proof Lipstick Use பண்ணலாமா? | Dr.Radha Dermatology,https://www.youtube.com/watch?v=vGMGapgkoh0
hL4Y_kn3sio,Avoid these retinol mistakes | dermatologist explains,https://www.youtube.com/watch?v=hL4Y_kn3sio
yeaPxwMZmgg,Stretch marks | Prevention & treatment | Dermatologist,https://www.youtube.com/watch?v=yeaPxwMZmgg
gbVOs48FJw0,#sebaceousfilaments #blackheads #comedones #pores #dermatologistskincare #skincaretips #derm,https://www.youtube.com/watch?v=gbVOs48FJw0
X5Zij51mJyg,RED LIGHT THERAPY WORTH THE HYPE? #dermatologist @DrDrayzday,https://www.youtube.com/watch?v=X5Zij51mJyg
lA7Mq1MPQ5E,1st Day on Dermatology Rotation,https://www.youtube.com/watch?v=lA7Mq1MPQ5E
U1SNIsq8FBg,Benefits of Chemical Peel #skincare #chemicalpeel #shorts,https://www.youtube.com/watch?v=U1SNIsq8FBg
u_YXgdG-8eM,Effective products under rs 300 on Amazon | dermatologist recommends,https://www.youtube.com/watch?v=u_YXgdG-8eM
8JoPIr6MFkg,Rating Popular Body Soaps as a Dermatologist #dermatologisttips #skincare #skincaretips,https://www.youtube.com/watch?v=8JoPIr6MFkg
71_WGzD27cw,Cyst Treatment by Dr. H.L. Greenberg at Las Vegas Dermatology® utilizing Incision & Drainage,https://www.youtube.com/watch?v=71_WGzD27cw
AUXFzr-QOiA,IV Glow Drip Therapy: The Ultimate Skin Brightening Solution at Cara Clinic #skincare  #glutathione,https://www.youtube.com/watch?v=AUXFzr-QOiA
g2I1nuXceHg,Dark mouth corners | causes| dermatologist,https://www.youtube.com/watch?v=g2I1nuXceHg
pttBDgCTV_c,Why Dermatology: Reasons Why I Chose the Best Specialty,https://www.youtube.com/watch?v=pttBDgCTV_c
uj-tAUKAFfo,Day in the Life of a Dermatology Resident Doctor,https://www.youtube.com/watch?v=uj-tAUKAFfo
rsENsWurTp0,How to apply retinol | Dermatologist suggests | Dr. Aanchal,https://www.youtube.com/watch?v=rsENsWurTp0
q_745afDEB0,Dermatology - Overview,https://www.youtube.com/watch?v=q_745afDEB0
awH1eNQ04hk,#skincare #skincareroutine #dermatology #dermatologistskincare #skincaretips #skincarehack,https://www.youtube.com/watch?v=awH1eNQ04hk
wMMps3fsuaw,Dermatology Review PODs Part 1 PA NP Didactic PANCE PANRE,https://www.youtube.com/watch?v=wMMps3fsuaw
X8Hp_XCSVw8,Tretinoin Nighttime Skin Care Routine #dermatologist @DrDrayzday,https://www.youtube.com/watch?v=X8Hp_XCSVw8
WcMLBk6QVlg,How To Become A Dermatologist | Our Journey,https://www.youtube.com/watch?v=WcMLBk6QVlg
eVx1UD00y0k,Dermatologist’s Take on Eczema/Atopic dermatitis,https://www.youtube.com/watch?v=eVx1UD00y0k
ev0LO-Uf1mY,Dermatologist Reacts to DAILY Tretinoin Use #shorts,https://www.youtube.com/watch?v=ev0LO-Uf1mY
3QRMD2KdXkk,What Your Acne Means By Location According to A Dermatologist #shorts,https://www.youtube.com/watch?v=3QRMD2KdXkk
bjVrS4s6mbk,Mole Removal By A Dermatologist ✨ #moleremoval #dermatologist #shorts,https://www.youtube.com/watch?v=bjVrS4s6mbk
ZTwdULLmGnQ,Cosmetic Dermatology,https://www.youtube.com/watch?v=ZTwdULLmGnQ
abn_J4IVEN4,Good oils Vs bad face oils #dermatologist opines,https://www.youtube.com/watch?v=abn_J4IVEN4
GYwBR_ANMUo,"Dermatologist's Guide to Skincare in Your 40s: Skincare Recommendations, Anti-Aging Treatments...",https://www.youtube.com/watch?v=GYwBR_ANMUo
7EhqcSquwJs,How to reduce dark spots? Dermatologist suggests,https://www.youtube.com/watch?v=7EhqcSquwJs
AkXcRzrRbwo,3 Signs You Need To See A Dermatologist For Acne,https://www.youtube.com/watch?v=AkXcRzrRbwo
tnDmFjKMEOk,Day in the Life of a Dermatologist,https://www.youtube.com/watch?v=tnDmFjKMEOk
rwu-d6r0PYs,"Dermatologist Guesses People's Ages | ""Time to Quit""",https://www.youtube.com/watch?v=rwu-d6r0PYs
5CeqH0x0xHs,Dermatology Question 1,https://www.youtube.com/watch?v=5CeqH0x0xHs
EyvXOdWt46I,How to control oily skin: Dermatologist tips,https://www.youtube.com/watch?v=EyvXOdWt46I
556jsnOtbl4,How to fix TEXTURED Skin in 3 steps according to a dermatologist #texturedskin #pores: :,https://www.youtube.com/watch?v=556jsnOtbl4
MRZ8ordbSVE,Dermatomyositis Skin Changes #dermatology #medicine #rheumatology,https://www.youtube.com/watch?v=MRZ8ordbSVE
l14MCaxgYt8,Watch me & @zoeindigo.md.dermatologist on a NEW episode of Dr Pimple Popper Breaking Out,https://www.youtube.com/watch?v=l14MCaxgYt8
r4AKiuGQ3K4,Dermatologist Answers More Skin Questions From Twitter | Tech Support | WIRED,https://www.youtube.com/watch?v=r4AKiuGQ3K4
5Wjz0BEqLHw,Derm Tips for Hormonal Acne Part 1 #shorts,https://www.youtube.com/watch?v=5Wjz0BEqLHw
Mg_bXp4sJzw,Rosacea? Get Clear Skin With These Expert Tips! #dermatologist,https://www.youtube.com/watch?v=Mg_bXp4sJzw
XaMlumZWydw,Derm Saves You Time and Money !!,https://www.youtube.com/watch?v=XaMlumZWydw
2HIzO9PaJmw,Easy Skin Care Routine for Acne #dermatologist @DrDrayzday,https://www.youtube.com/watch?v=2HIzO9PaJmw
61ZCZrT8TjA,Demure Dermatologist!!,https://www.youtube.com/watch?v=61ZCZrT8TjA
irrIWDAW4mg,Dermatologist-Approved Skin Solution That Actually Works! @doctorduo #shorts,https://www.youtube.com/watch?v=irrIWDAW4mg
sVmMt5aoRpw,Avoid these lip balms | dermatologist suggests,https://www.youtube.com/watch?v=sVmMt5aoRpw
BpL5JBRIOPQ,Repair Your Skin Barrier In Record Time #dermatologist,https://www.youtube.com/watch?v=BpL5JBRIOPQ
DreE9OdzcXc,Glowy skin | sunscreen | dermatologist suggests,https://www.youtube.com/watch?v=DreE9OdzcXc
Z1awtiMmnfc,Skincare hacks from a dermatologist #skincare,https://www.youtube.com/watch?v=Z1awtiMmnfc
gmU7i83vxVo,Dermatologist Explains: How To Spot Skin Cancer Early!,https://www.youtube.com/watch?v=gmU7i83vxVo
IkNzHYelqgo,ARE GROWTH FACTORS WORTH THE HYPE? Doctorly Explores,https://www.youtube.com/watch?v=IkNzHYelqgo
2FZE7r3Lr4Q,Speed review of sunscreen Part 3 | dermatologist,https://www.youtube.com/watch?v=2FZE7r3Lr4Q
k7rzHHvlvgg,Glycolic Acid Creams | Glycolic Acid | Glyco 6 cream | Cream Review|#review #dermatologist #skincare,https://www.youtube.com/watch?v=k7rzHHvlvgg
UEx-JMBz-zE,How to use a stick sunscreen | dermatologist explains,https://www.youtube.com/watch?v=UEx-JMBz-zE
I1GddibrRF4,Rating Popular Skin Supplements as a Dermatologist. #skincare #dermatologisttips #skincaretips,https://www.youtube.com/watch?v=I1GddibrRF4
qqRCP8JiLKM,Retinol vs tretinoin | what’s the difference | dermatologist explains,https://www.youtube.com/watch?v=qqRCP8JiLKM
mbcaKSxJAPg,Top Dermatologist-Recommended Soaps For Healthy Skin!” || Dr. Sarin ||,https://www.youtube.com/watch?v=mbcaKSxJAPg
Kj7SaqQfaRs,Dermatologist Dr. Shah's Recommended Acne Routine: Get Your Best Skin with Differin Gel,https://www.youtube.com/watch?v=Kj7SaqQfaRs
9JDFfjI0bOE,10 REASONS TO USE VASELINE ON THE FACE | Dermatologist,https://www.youtube.com/watch?v=9JDFfjI0bOE
TXM7E57iA7c,My Top 5 Smartest Skincare Investment Tips – Dermatologist Approved,https://www.youtube.com/watch?v=TXM7E57iA7c
j3yc9NMeGjk,The ULTIMATE Routine for Dark Spots | Doctorly Hyperpigmentation and Melasma Guide,https://www.youtube.com/watch?v=j3yc9NMeGjk
0uX2sfoWtaU,Rating Popular Face Washes as a Dermatologist #skincare #skincaretips #dermatologisttips,https://www.youtube.com/watch?v=0uX2sfoWtaU
diI77oB6z_M,Dermatologist reacts to bumpy skin texture. #acne #dermatology,https://www.youtube.com/watch?v=diI77oB6z_M
P2VDMq1mF24,How to Layer your Nighttime Skincare Routine like a Dermatologist.,https://www.youtube.com/watch?v=P2VDMq1mF24
osaExOh7geI,Speed review of popular skin care products | dermatologist opines,https://www.youtube.com/watch?v=osaExOh7geI
hlKTTpeSHyM,Dermatologist shampoo recommendations | Best pharmacy shampoo | Best sulfate free shampoo,https://www.youtube.com/watch?v=hlKTTpeSHyM
BFuj7vqUdE0,Not all filler is the same! #fillers #dermatology #dermangelo #cosmeticdermatologist #dermatologist,https://www.youtube.com/watch?v=BFuj7vqUdE0
bci4ddljwt0,Swap the Benadryl cream for one of these!! 👀 #rash #dermatology #fixmyskin,https://www.youtube.com/watch?v=bci4ddljwt0
_SQZG46f6iA,"How to clear back/body acne at home, from a dermatologist. Stitch with Dani #bodyacne #skincare",https://www.youtube.com/watch?v=_SQZG46f6iA
GXN2BJEHpqk,Shrink pores FAST #dermatologist @DrDrayzday,https://www.youtube.com/watch?v=GXN2BJEHpqk
jo9nvX8NkK4,Are toners necessary? #skincare #dermatology #toner,https://www.youtube.com/watch?v=jo9nvX8NkK4
E4bq-ONvmBU,How To Look Good Naked: Dermatologist Hygiene Tips #dermatologist,https://www.youtube.com/watch?v=E4bq-ONvmBU
OnraqyJzPo0,The ONLY Skincare You Actually Need + LIMITED REMEDY KIT! | Doctorly Explains,https://www.youtube.com/watch?v=OnraqyJzPo0
cHc8R_wET4g,"Hair growth routine for thinning hair, from a dermatologist #hairgrowthtips",https://www.youtube.com/watch?v=cHc8R_wET4g
KtJ3ha8GaYY,#skincare #cosmeticdermatology #dermatologist #dermatology #agespots #skintags #skincaretips,https://www.youtube.com/watch?v=KtJ3ha8GaYY
iwyLM5aJ7mE,How Treat Under Eye Bags Like A Dermatologist,https://www.youtube.com/watch?v=iwyLM5aJ7mE
XKROvYsp0QM,How to Treat Crepey Eyes Like a Dermatologist | Dr. Sam Ellis,https://www.youtube.com/watch?v=XKROvYsp0QM
DHrQn0YrGsY,How To Lighten Dark Underarms — From A Dermatologist | #shorts #skincare |,https://www.youtube.com/watch?v=DHrQn0YrGsY
mDgINkRINsY,Shampoos for oily scalp | dermatologist suggests,https://www.youtube.com/watch?v=mDgINkRINsY
iBa5gaQaRpY,Best way to remove pubic hair l dermatologist,https://www.youtube.com/watch?v=iBa5gaQaRpY
eFNAwf2q05w,3 ingrown hair/razor bump hacks from a dermatologist #ingrownhair  #razorburn,https://www.youtube.com/watch?v=eFNAwf2q05w
cvK2MkWubNs,"Uneven skin tone , acne | which is better| dermatologist recommends",https://www.youtube.com/watch?v=cvK2MkWubNs
IEKq6h_Tw1A,How to Treat Closed Comedones | Dermatologist Tips for Clearer Skin,https://www.youtube.com/watch?v=IEKq6h_Tw1A
GuKbAia_yQ8,Affordable Skincare That Beats Luxury?! | Dermatologist Approved || Dr. Sarin ||,https://www.youtube.com/watch?v=GuKbAia_yQ8
-rZgz3uZHKY,Face wash review | dermatologist | details in pinned comment,https://www.youtube.com/watch?v=-rZgz3uZHKY
KGVg7up77MU,Dermatologist Guide to ROSACEA - Treatments & Skincare Products,https://www.youtube.com/watch?v=KGVg7up77MU
1ECdYwxC3vs,Black Dots on the Nose? Here's How To Treat Sebaceous Filaments,https://www.youtube.com/watch?v=1ECdYwxC3vs
4nYKYgrCYGA,Rating baby products as a pediatric dermatologist 💙 #dermatology #skincare #drmommy #dermtips,https://www.youtube.com/watch?v=4nYKYgrCYGA
-9b-ESvR9oY,How to pair/layer skincare actives from a dermatologist #skincareroutine #skincareproducts,https://www.youtube.com/watch?v=-9b-ESvR9oY
ZxL2luj-5UA,How to remove body tan? #dermatologist,https://www.youtube.com/watch?v=ZxL2luj-5UA
WtQRK86YMlI,Shampoos I Don’t Recommend as a Dermatologist | Best Shampoos #shortsviral #shampoo #haircare,https://www.youtube.com/watch?v=WtQRK86YMlI
SpaNRaryUX0,How to Treat Melasma - Tips From a Dermatologist! 📝 #melasma #melasmatreatment,https://www.youtube.com/watch?v=SpaNRaryUX0
IWx3VvCIDDI,Dermatologist Shares Treatments for Nail Fungus & Prevention Tips | Dr. Sam Ellis,https://www.youtube.com/watch?v=IWx3VvCIDDI
KzXZhZomm9E,Acne Dark Spots | हिंदी | How to treat | serum cream recommendations | Dermatologist | Dr. Aanchal,https://www.youtube.com/watch?v=KzXZhZomm9E
DT0QU7GSS-M,"Best moisturisers for dry, oily , sensitive, acne prone skin| Dermatologist recommends",https://www.youtube.com/watch?v=DT0QU7GSS-M
7v5vkOfGVWM,Products We HATE and LOVE from CeraVe | Doctorly Reviews,https://www.youtube.com/watch?v=7v5vkOfGVWM
nqK3Xf907OM,How to Get Rid of Sagging Jowls from a Dermatologist! | Dr. Shereene Idriss,https://www.youtube.com/watch?v=nqK3Xf907OM
rgK-l3GuAC4,Products We HATE and LOVE from The Minimalist | Doctorly Reviews,https://www.youtube.com/watch?v=rgK-l3GuAC4
7cBJI1W2EkU,Drugstore skincare routine ✨ #dermatology #skincare #skincareregime #dermtips,https://www.youtube.com/watch?v=7cBJI1W2EkU
iNa-AhzHMv4,Dark lips  | creams to use | dermatologist suggests,https://www.youtube.com/watch?v=iNa-AhzHMv4
kO-9vMS0wwM,We call this a “collision pop”  An ingrown hair next to a comedone 💥,https://www.youtube.com/watch?v=kO-9vMS0wwM
mh3IC_TaRb8,Treat Rosacea Like A Dermatologist,https://www.youtube.com/watch?v=mh3IC_TaRb8
a6eoczv3c8U,HOW TO TREAT SKIN TAGS LIKE A DERMATOLOGIST,https://www.youtube.com/watch?v=a6eoczv3c8U
SCT5ZIOYef0,Common hair myths | Home remedies | Dermatologist,https://www.youtube.com/watch?v=SCT5ZIOYef0
Kzx-NAjkol0,Derm reacts to INSANE ingrown hair extraction! #dermreacts #doctorreacts #ingrownhair,https://www.youtube.com/watch?v=Kzx-NAjkol0
EpkcqPnWkjI,3 things I would Never Do - Dermatology Edition,https://www.youtube.com/watch?v=EpkcqPnWkjI
58XvGY2s6JQ,Dermatologist ultimate guide to Basal Cell Carcinoma,https://www.youtube.com/watch?v=58XvGY2s6JQ
gfARMOdPfUk,Dermatologist's Ultimate Beauty Hacks for Glowing Skin | Dr. Sam Ellis,https://www.youtube.com/watch?v=gfARMOdPfUk
ZpQjRN1TkGU,Acne or Rosacea? #dermatologist @DrDrayzday,https://www.youtube.com/watch?v=ZpQjRN1TkGU
0zWM939JPK0,Moles | What are they | How to treat| dermatologist explains,https://www.youtube.com/watch?v=0zWM939JPK0
uEqOR99zhzA,Invisible Pimple Patches You Need To Try! #dermatologist,https://www.youtube.com/watch?v=uEqOR99zhzA
VyhZTIQVBBw,Salicylic acid can do this! 🤯 #dermatologist @DrDrayzday,https://www.youtube.com/watch?v=VyhZTIQVBBw
OzGGnTtJZls,American Institute of Dermatology - Winter Garden,https://www.youtube.com/watch?v=OzGGnTtJZls
